Time, Cpu(14527:infravisor-pod)\% Used, Cpu(489231:infravisor-pod)\% Used,(14527:infravisor-pod)\Memory Consumed Size MBytes,(489231:infravisor-pod)\Memory Consumed Size MBytes,Network-LCCP(Transmitted),Network-LCCP(Received),Network-EC CP(Transmitted),Network-EC CP(Received)
05/08/24 11:36,25.28,43.64,5111.39,2046,0,0,10000,3000
05/08/24 11:36,10.9,33.04,5111.39,2046,0,0,14000,1000
05/08/24 11:36,14.5,37.86,5111.39,2046,0,0,16000,2000
05/08/24 11:36,12.57,78.44,5111.39,2046,0,0,10000,3000
05/08/24 11:36,12.14,115.7,5111.39,2046,0,0,14000,1000
05/08/24 11:36,15.76,36.1,5111.39,2046,0,0,16000,2000
05/08/24 11:36,11.91,37.24,5111.39,2046,0,0,10000,3000
05/08/24 11:36,11.53,44.95,5111.39,2046,0,0,14000,1000
05/08/24 11:36,13.7,37.16,5111.39,2046,0,0,16000,2000
05/08/24 11:36,16.16,40.89,5111.39,2046,0,0,10000,3000
05/08/24 11:36,15.44,37.83,5111.39,2046,0,0,14000,1000
05/08/24 11:36,15.64,34.46,5111.39,2046,0,0,16000,2000
05/08/24 11:36,11.98,37.41,5111.39,2046,0,0,10000,3000
05/08/24 11:36,33.96,31.19,5111.39,2046,0,0,14000,1000
05/08/24 11:36,22.19,34.29,5111.39,2046,0,0,16000,2000
05/08/24 11:36,14.04,33.84,5111.39,2046,0,0,10000,3000
05/08/24 11:36,10.12,57,5111.39,2046,0,0,14000,1000
05/08/24 11:36,12.2,36.18,5111.39,2046,0,0,16000,2000
05/08/24 11:36,10.14,27.19,5111.39,2046,0,0,10000,3000
05/08/24 11:36,11.75,29.11,5111.39,2046,0,0,14000,1000
05/08/24 11:37,18.6,34.9,5111.39,2046,0,0,16000,2000
05/08/24 11:37,11.73,51.87,5111.39,2046,0,0,10000,3000
05/08/24 11:37,12.45,42.37,5111.39,2046,0,0,14000,1000
05/08/24 11:37,12.12,51.17,5111.39,2046,0,0,16000,2000
05/08/24 11:37,17.09,38.24,5111.39,2046,0,0,10000,3000
05/08/24 11:37,15.01,40.2,5111.39,2046,0,0,14000,1000
05/08/24 11:37,14.55,34.88,5111.39,2046,0,0,16000,2000
05/08/24 11:37,12.67,40.8,5111.39,2046,0,0,10000,3000
05/08/24 11:37,15.73,34.5,5111.39,2046,0,0,14000,1000
05/08/24 11:37,19.65,29.95,5111.39,2046,0,0,16000,2000
05/08/24 11:37,31.57,61.45,5111.39,2046,0,0,10000,3000
05/08/24 11:37,12.64,36.63,5111.39,2046,0,0,14000,1000
05/08/24 11:37,11.7,43.19,5111.39,2046,0,0,16000,2000
05/08/24 11:37,13.55,35.94,5111.39,2046,0,0,10000,3000
05/08/24 11:37,25.34,34.35,5111.39,2046,0,0,14000,1000
05/08/24 11:37,16.63,42.14,5111.39,2046,0,0,16000,2000
05/08/24 11:37,11.77,37.45,5111.39,2046,0,0,10000,3000
05/08/24 11:37,11.22,41.55,5111.39,2046,0,0,14000,2000
05/08/24 11:37,12.52,35.66,5111.39,2046,0,0,16000,3000
05/08/24 11:37,16.4,48.22,5111.39,2046,0,0,10000,1000
05/08/24 11:37,15.54,29.63,5111.39,2046,0,0,14000,2000
05/08/24 11:37,20.01,32.12,5111.39,2046,0,0,16000,3000
05/08/24 11:37,13.05,40.44,5111.39,2046,0,0,10000,1000
05/08/24 11:37,13.62,38.02,5111.39,2046,0,0,14000,2000
05/08/24 11:37,20.66,33.29,5111.39,2046,0,0,16000,3000
05/08/24 11:37,15.77,36.29,5111.39,2046,0,0,10000,1000
05/08/24 11:37,13.32,32.49,5111.39,2046,0,0,14000,2000
05/08/24 11:37,13.57,41.74,5111.39,2046,0,0,16000,3000
05/08/24 11:37,11.77,39.5,5111.39,2046,0,0,10000,1000
05/08/24 11:37,15.05,36.41,5111.39,2046,0,0,14000,2000
05/08/24 11:38,17.32,36.08,5111.39,2046,0,0,16000,3000
05/08/24 11:38,11.93,67.88,5111.39,2046,0,0,10000,1000
05/08/24 11:38,12.64,41.62,5111.39,2046,0,0,14000,2000
05/08/24 11:38,18.84,48.08,5111.39,2046,0,0,16000,3000
05/08/24 11:38,16.17,53.16,5111.39,2046,0,0,10000,1000
05/08/24 11:38,18.9,37.78,5111.39,2046,0,0,14000,2000
05/08/24 11:38,14.32,32.15,5111.39,2046,0,0,16000,3000
05/08/24 11:38,15.77,38.3,5111.39,2046,0,0,10000,1000
05/08/24 11:38,15.17,39.53,5111.39,2046,0,0,14000,2000
05/08/24 11:38,26.18,50.37,5111.39,2046,0,0,16000,3000
05/08/24 11:38,24.09,44.23,5111.39,2046,0,0,10000,1000
05/08/24 11:38,15.73,33.75,5111.39,2046,0,0,14000,2000
05/08/24 11:38,14.5,34.66,5111.39,2046,0,0,16000,3000
05/08/24 11:38,12.64,33.21,5111.39,2046,0,0,10000,1000
05/08/24 11:38,15.25,33.39,5111.39,2046,0,0,14000,2000
05/08/24 11:38,15.72,50.9,5111.39,2046,0,0,16000,3000
05/08/24 11:38,14.16,38.71,5111.39,2046,0,0,10000,1000
05/08/24 11:38,14.29,31.93,5111.39,2046,0,0,14000,2000
05/08/24 11:38,13.13,39.88,5111.39,2046,0,0,16000,3000
05/08/24 11:38,16.48,45.55,5111.39,2046,0,0,10000,1000
05/08/24 11:38,16.21,39.46,5111.39,2046,0,0,14000,2000
05/08/24 11:38,14.47,34.08,5111.39,2046,0,0,16000,3000
05/08/24 11:38,12.77,39.63,5111.39,2046,0,0,10000,1000
05/08/24 11:38,14.47,32.63,5111.39,2046,0,0,14000,2000
05/08/24 11:38,6.29,12.23,5111.39,2046,0,0,16000,3000
05/08/24 11:38,19.29,20.74,5111.39,2046,0,0,10000,1000
05/08/24 11:38,9.32,25.05,5111.39,2046,0,0,14000,2000
05/08/24 11:38,10.25,33.56,5111.39,2046,0,0,16000,3000
05/08/24 11:38,8.64,20.41,5111.39,2046,0,0,10000,1000
05/08/24 11:38,17.4,18.88,5111.39,2046,0,0,14000,2000
05/08/24 11:39,10.88,24.9,5111.39,2046,0,0,16000,3000
05/08/24 11:39,9.2,62.51,5111.39,2046,0,0,10000,1000
05/08/24 11:39,9.68,31.05,5111.39,2046,0,0,14000,2000
05/08/24 11:39,11.58,22.25,5111.39,2046,0,0,16000,3000
05/08/24 11:39,14.23,32.25,5111.39,2046,0,0,10000,1000
05/08/24 11:39,15.29,41.3,5111.39,2046,0,0,14000,2000
05/08/24 11:39,16.45,37.14,5111.39,2046,0,0,16000,3000
05/08/24 11:39,11.79,52.5,5111.39,2046,0,0,10000,1000
05/08/24 11:39,14.04,32.17,5111.39,2046,0,0,14000,2000
05/08/24 11:39,22.6,35.45,5111.39,2046,0,0,16000,3000
05/08/24 11:39,26.23,44.31,5111.39,2046,0,0,10000,1000
05/08/24 11:39,227.7,15.25,5111.39,2046,0,0,14000,2000
05/08/24 11:39,154.69,29.06,5111.39,2046,0,0,16000,3000
05/08/24 11:39,64.16,35.36,5111.39,2046,0,0,10000,1000
05/08/24 11:39,52.61,26.53,5111.39,2046,0,0,14000,2000
05/08/24 11:39,14.66,26.68,5111.39,2046,0,0,16000,3000
05/08/24 11:39,7.34,24.05,5111.39,2046,0,0,10000,1000
05/08/24 11:39,10.15,34.17,5111.39,2046,0,0,14000,2000
05/08/24 11:39,9.78,26.6,5111.39,2046,0,0,16000,3000
05/08/24 11:39,13.64,39.47,5111.39,2046,0,0,10000,1000
05/08/24 11:39,13.24,32.58,5111.39,2046,0,0,14000,2000
05/08/24 11:39,23.58,26.29,5111.39,2046,0,0,16000,3000
05/08/24 11:39,10.26,42.38,5111.39,2046,0,0,10000,1000
05/08/24 11:39,10.55,28.28,5111.39,2046,0,0,14000,2000
05/08/24 11:39,9.06,24.69,5111.39,2046,0,0,16000,3000
05/08/24 11:39,17.62,28.34,5111.39,2046,0,0,10000,1000
05/08/24 11:39,15.62,28,5111.39,2046,0,0,14000,2000
05/08/24 11:39,10.16,29.75,5111.39,2046,0,0,16000,3000
05/08/24 11:39,10.19,27.2,5111.39,2046,0,0,10000,1000
05/08/24 11:39,12.61,24.58,5111.39,2046,0,0,14000,2000
05/08/24 11:40,25.53,26.05,5111.39,2046,0,0,16000,3000
05/08/24 11:40,10.14,38.11,5111.39,2046,0,0,10000,1000
05/08/24 11:40,17.69,38.25,5111.39,2046,0,0,14000,2000
05/08/24 11:40,10.18,27.06,5111.39,2046,0,0,16000,3000
05/08/24 11:40,12.02,28.54,5111.39,2046,0,0,10000,1000
05/08/24 11:40,16.41,30.35,5111.39,2046,0,0,14000,2000
05/08/24 11:40,8.24,18.92,5111.39,2046,0,0,16000,3000
05/08/24 11:40,8.92,12.34,5111.39,2046,0,0,10000,1000
05/08/24 11:40,12.45,21.47,5111.39,2046,0,0,14000,2000
05/08/24 11:40,19.59,23.85,5111.39,2046,0,0,16000,3000
05/08/24 11:40,23.05,32.42,5111.39,2046,0,0,10000,1000
05/08/24 11:40,4.36,7.07,5111.39,2046,0,0,14000,2000
05/08/24 11:40,12.28,28.46,5111.39,2046,0,0,16000,3000
05/08/24 11:40,14.64,19.37,5111.39,2046,0,0,10000,2000
05/08/24 11:40,24.52,22.59,5111.39,2046,0,0,14000,3000
05/08/24 11:40,8.29,13.63,5111.39,2046,0,0,16000,1000
05/08/24 11:40,10.72,35.02,5111.39,2046,0,0,10000,2000
05/08/24 11:40,11.3,16.12,5111.39,2046,0,0,14000,3000
05/08/24 11:40,11.81,17.48,5111.39,2046,0,0,16000,1000
05/08/24 11:40,10.41,25.81,5111.39,2046,0,0,10000,2000
05/08/24 11:40,10.68,10.75,5111.39,2046,0,0,14000,3000
05/08/24 11:40,13.88,31.06,5111.39,2046,0,0,16000,1000
05/08/24 11:40,12.55,20.91,5111.39,2046,0,0,10000,2000
05/08/24 11:40,11.52,24.72,5111.39,2046,0,0,14000,3000
05/08/24 11:40,11.48,13.09,5111.39,2046,0,0,16000,1000
05/08/24 11:40,17.01,10.06,5111.39,2046,0,0,10000,2000
05/08/24 11:40,7.97,21.27,5111.39,2046,0,0,14000,3000
05/08/24 11:40,4.64,14.23,5111.39,2046,0,0,16000,1000
05/08/24 11:40,9.8,17.16,5111.39,2046,0,0,10000,2000
05/08/24 11:40,14.2,24.79,5111.39,2046,0,0,14000,3000
05/08/24 11:41,13.37,44.26,5111.39,2046,0,0,16000,1000
05/08/24 11:41,10.2,27.49,5111.39,2046,0,0,10000,2000
05/08/24 11:41,9.58,38.51,5111.39,2046,0,0,14000,3000
05/08/24 11:41,7.15,21.02,5111.39,2046,0,0,16000,1000
05/08/24 11:41,10.13,35.89,5111.39,2046,0,0,10000,2000
05/08/24 11:41,16.21,24.38,5111.39,2046,0,0,14000,3000
05/08/24 11:41,11.57,28.37,5111.39,2046,0,0,16000,1000
05/08/24 11:41,5.09,10.59,5111.39,2046,0,0,10000,2000
05/08/24 11:41,5.97,13.23,5111.39,2046,0,0,14000,3000
05/08/24 11:41,20.06,12.2,5111.39,2046,0,0,16000,1000
05/08/24 11:41,26.09,39.2,5111.39,2046,0,0,10000,2000
05/08/24 11:41,11.84,28.5,5111.39,2046,0,0,14000,3000
05/08/24 11:41,11.31,29.74,5111.39,2046,0,0,16000,1000
05/08/24 11:41,11.63,110.05,5111.39,2046,0,0,10000,2000
05/08/24 11:41,13.63,88.16,5111.39,2046,0,0,14000,3000
05/08/24 11:41,17.62,29.87,5111.39,2046,0,0,16000,1000
05/08/24 11:41,12.62,18.15,5111.39,2046,0,0,10000,2000
05/08/24 11:41,11.41,31.69,5111.39,2046,0,0,14000,3000
05/08/24 11:41,9.23,29.14,5111.39,2046,0,0,16000,1000
05/08/24 11:41,13.21,28.6,5111.39,2046,0,0,10000,2000
05/08/24 11:41,14.72,29.86,5111.39,2046,0,0,14000,3000
05/08/24 11:41,16.95,27.37,5111.39,2046,0,0,16000,1000
05/08/24 11:41,9.98,29.27,5111.39,2046,0,0,10000,2000
05/08/24 11:41,10.82,35.98,5111.39,2046,0,0,14000,3000
05/08/24 11:41,13.24,50.88,5111.39,2046,0,0,16000,1000
05/08/24 11:41,19.34,74.74,5111.39,2046,0,0,10000,2000
05/08/24 11:41,8.49,63.77,5111.39,2046,0,0,14000,3000
05/08/24 11:41,8.69,64.97,5111.39,2046,0,0,16000,1000
05/08/24 11:41,12.54,64.42,5111.39,2046,0,0,10000,2000
05/08/24 11:42,20.07,97.18,5111.39,2046,0,0,14000,3000
05/08/24 11:42,12.31,116.19,5111.39,2046,0,0,16000,1000
05/08/24 11:42,9.84,75.8,5111.39,2046,0,0,10000,2000
05/08/24 11:42,8.51,101.3,5111.39,2046,0,0,14000,3000
05/08/24 11:42,13.16,67.85,5111.39,2046,0,0,16000,1000
05/08/24 11:42,9.35,23.64,5111.39,2046,0,0,10000,2000
05/08/24 11:42,14.48,27.63,5111.39,2046,0,0,14000,3000
05/08/24 11:42,14.14,41.78,5111.39,2046,0,0,16000,1000
05/08/24 11:42,6.6,18.39,5111.39,2046,0,0,10000,2000
05/08/24 11:42,6.11,16.31,5111.39,2046,0,0,14000,3000
05/08/24 11:42,25.56,28.86,5111.39,2046,0,0,16000,1000
05/08/24 11:42,6.64,8.65,5111.39,2046,0,0,10000,2000
05/08/24 11:42,20.57,33.14,5111.39,2046,0,0,14000,3000
05/08/24 11:42,7.06,13.98,5111.39,2046,0,0,16000,1000
05/08/24 11:42,9.82,24.46,5111.39,2046,0,0,10000,2000
05/08/24 11:42,14.11,21.97,5111.39,2046,0,0,14000,3000
05/08/24 11:42,11.22,11.71,5111.39,2046,0,0,16000,1000
05/08/24 11:42,11.52,18.01,5111.39,2046,0,0,10000,2000
05/08/24 11:42,7.35,24.84,5111.39,2046,0,0,14000,3000
05/08/24 11:42,8.03,29.87,5111.39,2046,0,0,16000,1000
05/08/24 11:42,12.21,20.19,5111.39,2046,0,0,10000,2000
05/08/24 11:42,13.27,11.23,5111.39,2046,0,0,14000,3000
05/08/24 11:42,13.26,27.51,5111.39,2046,0,0,16000,1000
05/08/24 11:42,11.62,11.84,5111.39,2046,0,0,10000,2000
05/08/24 11:42,11.17,32.47,5111.39,2046,0,0,14000,3000
05/08/24 11:42,12.53,28.07,5111.39,2046,0,0,16000,1000
05/08/24 11:42,21.58,20.05,5111.39,2046,0,0,10000,2000
05/08/24 11:42,10.16,25.68,5111.39,2046,0,0,14000,3000
05/08/24 11:42,11.24,36.25,5111.39,2046,0,0,16000,1000
05/08/24 11:42,12.09,39.73,5111.39,2046,0,0,10000,2000
05/08/24 11:43,12.91,31.65,5111.39,2046,0,0,14000,3000
05/08/24 11:43,19.19,31.86,5111.39,2046,0,0,16000,1000
05/08/24 11:43,14.51,25.15,5111.39,2046,0,0,10000,2000
05/08/24 11:43,10.03,69.84,5111.39,2046,0,0,14000,3000
05/08/24 11:43,12.6,31.96,5111.39,2046,0,0,16000,1000
05/08/24 11:43,12.81,29.17,5111.39,2046,0,0,10000,2000
05/08/24 11:43,14,37.02,5111.39,2046,0,0,14000,3000
05/08/24 11:43,13.69,23.15,5111.39,2046,0,0,16000,1000
05/08/24 11:43,3.4,10.44,5111.39,2046,0,0,10000,2000
05/08/24 11:43,11.71,10.76,5111.39,2046,0,0,14000,3000
05/08/24 11:43,20.9,52.72,5111.39,2046,0,0,16000,2000
05/08/24 11:43,24.15,43.45,5111.39,2046,0,0,10000,3000
05/08/24 11:43,10.8,25.51,5111.39,2046,0,0,14000,1000
05/08/24 11:43,12.1,24.83,5111.39,2046,0,0,16000,2000
05/08/24 11:43,11.43,30.8,5111.39,2046,0,0,10000,3000
05/08/24 11:43,25.11,33.18,5111.39,2046,0,0,14000,1000
05/08/24 11:43,12.52,27.27,5111.39,2046,0,0,16000,2000
05/08/24 11:43,13.1,29.56,5111.39,2046,0,0,10000,3000
05/08/24 11:43,10.37,23.03,5111.39,2046,0,0,14000,1000
05/08/24 11:43,11.2,29.54,5111.39,2046,0,0,16000,2000
05/08/24 11:43,8.33,23.57,5111.39,2046,0,0,10000,3000
05/08/24 11:43,13.75,15.32,5111.39,2046,0,0,14000,1000
05/08/24 11:43,17.26,42.63,5111.39,2046,0,0,16000,2000
05/08/24 11:43,9.85,26.84,5111.39,2046,0,0,10000,3000
05/08/24 11:43,16.21,29.84,5111.39,2046,0,0,14000,1000
05/08/24 11:43,11.57,19.67,5111.39,2046,0,0,16000,2000
05/08/24 11:43,21.3,23.02,5111.39,2046,0,0,10000,3000
05/08/24 11:43,9.5,26.61,5111.39,2046,0,0,14000,1000
05/08/24 11:43,10.7,26.24,5111.39,2046,0,0,16000,2000
05/08/24 11:43,9.81,29.05,5111.39,2046,0,0,10000,3000
05/08/24 11:44,13.24,37.19,5111.39,2046,0,0,14000,1000
05/08/24 11:44,14.95,27.02,5111.39,2046,0,0,16000,2000
05/08/24 11:44,10.7,29.25,5111.39,2046,0,0,10000,3000
05/08/24 11:44,9.87,69.32,5111.39,2046,0,0,14000,1000
05/08/24 11:44,9.24,29.01,5111.39,2046,0,0,16000,2000
05/08/24 11:44,11.88,24.48,5111.39,2046,0,0,10000,3000
05/08/24 11:44,14.54,26.4,5111.39,2046,0,0,14000,1000
05/08/24 11:44,12.31,29.71,5111.39,2046,0,0,16000,2000
05/08/24 11:44,9.56,20.67,5111.39,2046,0,0,10000,3000
05/08/24 11:44,10.16,28.59,5111.39,2046,0,0,14000,1000
05/08/24 11:44,23.7,45.93,5111.39,2046,0,0,16000,2000
05/08/24 11:44,24.13,50.33,5111.39,2046,0,0,10000,3000
05/08/24 11:44,12.42,28.55,5111.39,2046,0,0,14000,1000
05/08/24 11:44,10.02,26.4,5111.39,2046,0,0,16000,2000
05/08/24 11:44,10.11,20.52,5111.39,2046,0,0,10000,3000
05/08/24 11:44,134.24,15.3,5111.39,2046,0,0,14000,1000
05/08/24 11:44,158.91,15.86,5111.39,2046,0,0,16000,2000
05/08/24 11:44,79.62,30.18,5111.39,2046,0,0,10000,3000
05/08/24 11:44,10.64,36.54,5111.39,2046,0,0,14000,1000
05/08/24 11:44,9.73,24.71,5111.39,2046,0,0,16000,2000
05/08/24 11:44,7.95,22.46,5111.39,2046,0,0,10000,3000
05/08/24 11:44,19.46,23.88,5111.39,2046,0,0,14000,1000
05/08/24 11:44,10.87,27.02,5111.39,2046,0,0,16000,2000
05/08/24 11:44,8.48,22.11,5111.39,2046,0,0,10000,3000
05/08/24 11:44,9.17,23.05,5111.39,2046,0,0,14000,1000
05/08/24 11:44,11.79,37.72,5111.39,2046,0,0,16000,2000
05/08/24 11:44,20.42,20.72,5111.39,2046,0,0,10000,3000
05/08/24 11:44,12.74,24.52,5111.39,2046,0,0,14000,1000
05/08/24 11:44,11.88,29.99,5111.39,2046,0,0,16000,2000
05/08/24 11:44,12.92,34.64,5111.39,2046,0,0,10000,3000
05/08/24 11:45,28.24,38.49,5111.39,2046,0,0,14000,1000
05/08/24 11:45,41.62,32.02,5111.39,2046,0,0,16000,2000
05/08/24 11:45,13.3,33.69,5111.39,2046,0,0,10000,3000
05/08/24 11:45,14.2,46.47,5111.39,2046,0,0,14000,1000
05/08/24 11:45,11.56,60.55,5111.39,2046,0,0,16000,2000
05/08/24 11:45,,,,,,,,
05/08/24 11:54,,,,,,,,
